Actual_Heart_Rate,Predicted_Heart_Rate
119.99999716877937,135.56427
131.9999970793724,133.0259
142.9999942779541,133.79355
141.00000190734863,131.70258
145.9999958872795,131.2238
151.99999910593033,132.65479
152.99999529123306,133.02512
134.00000250339508,132.36803
142.9999942779541,130.91544
162.99999630451202,134.30666
141.99999809265137,133.05803
165.99999791383743,134.37314
157.0000061392784,136.1202
142.9999942779541,128.80774
159.99999469518661,130.02425
144.00000351667404,132.68355
162.99999630451202,134.82922
149.99999368190765,131.00803
166.99999409914017,135.66898
151.0000029206276,133.22755
147.00000512599945,130.59712
155.00000071525574,130.19232
161.00000393390656,134.86642
139.00000301003456,130.2578
149.99999368190765,133.25336
151.99999910593033,132.52533
141.00000190734863,132.13023
144.00000351667404,130.07382
152.99999529123306,131.77817
145.9999958872795,130.14293
164.00000554323196,132.85632
159.99999469518661,129.4966
159.99999469518661,132.10608
151.99999910593033,130.79181
151.0000029206276,129.8868
155.00000071525574,128.30902
145.9999958872795,126.49475
157.0000061392784,129.71487
157.0000061392784,131.3477
168.0000033378601,132.55768
155.99999690055847,129.2369
165.0000017285347,130.97527
151.99999910593033,131.33727
165.0000017285347,133.70831
155.00000071525574,132.35219
148.00000131130219,129.71379
142.9999942779541,129.69287
151.99999910593033,127.035866
155.00000071525574,130.71301
158.99999850988388,131.66293
162.99999630451202,133.1953
149.99999368190765,130.73914
139.00000301003456,125.84909
157.0000061392784,132.15826
152.99999529123306,130.5964
155.99999690055847,132.66496
144.00000351667404,128.82259
138.00000029802322,127.35907
164.00000554323196,132.20514
155.00000071525574,126.90386
149.99999368190765,126.9451
164.00000554323196,132.27109
155.00000071525574,129.27875
148.00000131130219,126.29809
151.0000029206276,131.7947
173.99999350309372,126.53285
154.000004529953,127.23231
168.99999952316284,128.3958
168.0000033378601,130.61722
149.99999368190765,127.065384
148.00000131130219,124.81749
162.99999630451202,128.74632
171.00000494718552,132.7127
155.99999690055847,123.71655
154.000004529953,128.55797
158.00000232458115,129.92273
161.00000393390656,125.861946
162.99999630451202,129.54396
161.00000393390656,132.32376
149.99999368190765,131.55377
138.00000029802322,125.04266
148.00000131130219,127.0431
136.9999975860119,128.72258
147.00000512599945,128.50375
157.0000061392784,130.41075
172.99999731779099,132.92139
154.000004529953,132.08797
152.99999529123306,128.80128
144.00000351667404,129.74884
139.00000301003456,128.8108
168.0000033378601,124.87923
151.0000029206276,126.20275
165.99999791383743,121.79633
162.0000001192093,126.70662
151.99999910593033,130.54121
165.99999791383743,129.468
142.9999942779541,129.26393
151.99999910593033,127.61963
139.9999991953373,129.0304
151.0000029206276,132.09221
107.99999725818634,137.81427
134.00000250339508,128.72812
141.99999809265137,132.50163
132.99999979138374,132.9639
132.99999979138374,133.24025
134.00000250339508,132.92085
136.9999975860119,131.11108
148.00000131130219,130.70926
144.99999970197678,131.23962
145.9999958872795,133.39365
138.00000029802322,132.10025
155.99999690055847,133.8748
148.00000131130219,131.14972
141.00000190734863,130.33374
144.00000351667404,130.1156
144.99999970197678,133.19363
155.99999690055847,135.935
142.9999942779541,135.08006
142.9999942779541,133.09975
157.0000061392784,133.74487
151.99999910593033,130.8413
144.00000351667404,130.04608
139.00000301003456,132.58957
124.00000149011612,131.0366
145.9999958872795,133.10283
154.000004529953,134.31848
132.99999979138374,128.44426
148.00000131130219,130.93929
141.99999809265137,131.29857
151.99999910593033,131.48637
149.99999368190765,130.6821
147.00000512599945,134.76868
144.00000351667404,132.9103
158.99999850988388,131.88647
159.99999469518661,132.19446
162.99999630451202,133.52568
155.99999690055847,132.95107
157.0000061392784,128.88925
149.99999368190765,125.65617
144.00000351667404,125.14596
162.0000001192093,130.73305
161.00000393390656,131.5831
171.00000494718552,132.71722
157.0000061392784,131.67593
155.00000071525574,133.45982
147.00000512599945,133.88261
148.99999749660492,128.46461
155.99999690055847,130.75229
168.99999952316284,135.08046
169.99999570846558,135.34598
166.99999409914017,135.85909
149.99999368190765,131.1357
136.00000140070915,124.04139
132.99999979138374,130.93272
127.00000309944153,129.3112
145.9999958872795,130.56664
158.99999850988388,128.90234
158.00000232458115,132.99011
157.0000061392784,131.9254
152.99999529123306,128.81827
162.0000001192093,132.81879
159.99999469518661,132.4688
165.0000017285347,133.17636
161.00000393390656,131.57668
157.0000061392784,131.56812
158.00000232458115,131.5061
141.00000190734863,125.41331
141.00000190734863,125.729004
151.0000029206276,130.00162
151.99999910593033,130.25952
139.9999991953373,127.55483
151.99999910593033,127.10696
155.99999690055847,127.363174
145.9999958872795,129.12434
159.99999469518661,130.53304
